Data Set 2:Time(s),Data Set 2:Force 1(N),Data Set 2:Force 2(N),Total Force,Integral of force,,
5.165,-0.165534973,-0.010513306,0.176048279,,,
5.17,-0.180198669,-0.010513306,0.190711975,,,
5.175,-0.173912048,-0.008415222,0.18232727,,,
5.18,-0.171821594,-0.008415222,0.180236816,,,
5.185,-0.173912048,-0.012619019,0.186531067,,,
5.19,-0.173912048,-0.008415222,0.18232727,,,
5.195,-0.171821594,-0.008415222,0.180236816,,,
5.2,-0.167633057,-0.012619019,0.180252076,,,
5.205,-0.171821594,-0.018928528,0.190750122,,,
5.21,-0.173912048,-0.004203796,0.178115844,,,
5.215,-0.184394836,-0.014724731,0.199119567,,,
5.22,-0.171821594,0.002098083,0.169723511,,,
5.225,-0.165534973,0.029434204,0.136100769,,,
5.23,-0.180198669,0.012619019,0.16757965,,,
5.235,-0.171821594,0.010513306,0.161308288,,,
5.24,-0.171821594,-0.002105713,0.173927307,,,
5.245,-0.176010132,-0.016822815,0.192832947,,,
5.25,-0.178108215,-0.010513306,0.188621521,,,
5.255,-0.173912048,-0.006309509,0.180221557,,,
5.26,-0.173912048,-0.008415222,0.18232727,,,
5.265,-0.178108215,-0.012619019,0.190727234,,,
5.27,-0.173912048,-0.006309509,0.180221557,,,
5.275,-0.176010132,-0.006309509,0.182319641,,,
5.28,-0.173912048,-0.004203796,0.178115844,,,
5.285,-0.184394836,-0.004203796,0.188598632,,,
5.29,-0.171821594,-0.012619019,0.184440613,,,
5.295,-0.171821594,-0.012619019,0.184440613,,,
5.3,-0.182296753,-0.010513306,0.192810059,,,
5.305,-0.180198669,-0.004203796,0.184402465,,,
5.31,-0.176010132,0.012619019,0.163391113,,,
5.315,-0.171821594,0.002098083,0.169723511,,,
5.32,-0.180198669,-0.002105713,0.182304382,,,
5.325,-0.176010132,-0.004203796,0.180213928,,,
5.33,-0.178108215,0.023132324,0.154975891,,,
5.335,-0.184394836,0.002098083,0.182296753,,,
5.34,-0.184394836,0.002098083,0.182296753,,,
5.345,-0.176010132,-0.006309509,0.182319641,,,
5.35,-0.178108215,-0.014724731,0.192832946,,,
5.355,-0.173912048,-0.008415222,0.18232727,,,
5.36,-0.171821594,-0.006309509,0.178131103,,,
5.365,-0.182296753,-0.010513306,0.192810059,,,
5.37,-0.173912048,-0.004203796,0.178115844,,,
5.375,-0.173912048,-0.008415222,0.18232727,,,
5.38,-0.184394836,0.002098083,0.182296753,,,
5.385,-0.176010132,-0.002105713,0.178115845,,,
5.39,-0.178108215,-0.008415222,0.186523437,,,
5.395,-0.186485291,-0.006309509,0.1927948,,,
5.4,-0.184394836,-0.008415222,0.192810058,,,
5.405,-0.171821594,-0.014724731,0.186546325,,,
5.41,-0.182296753,-0.012619019,0.194915772,,,
5.415,-0.176010132,-0.006309509,0.182319641,,,
5.42,-0.171821594,-0.006309509,0.178131103,,,
5.425,-0.173912048,-0.004203796,0.178115844,,,
5.43,-0.167633057,0.012619019,0.155014038,,,
5.435,-0.167633057,0.046257019,0.121376038,,,
5.44,-0.171821594,0.025230408,0.146591186,,,
5.445,-0.173912048,0.008407593,0.165504455,,,
5.45,-0.169723511,0.004203796,0.165519715,,,
5.455,-0.180198669,-0.004203796,0.184402465,,,
5.46,-0.169723511,-0.010513306,0.180236817,,,
5.465,-0.171821594,-0.012619019,0.184440613,,,
5.47,-0.182296753,-0.012619019,0.194915772,,,
5.475,-0.180198669,-0.014724731,0.1949234,,,
5.48,-0.169723511,-0.008415222,0.178138733,,,
5.485,-0.173912048,-0.012619019,0.186531067,,,
5.49,-0.167633057,-0.004203796,0.171836853,,,
5.495,-0.173912048,-0.010513306,0.184425354,,,
5.5,-0.182296753,-0.025238037,0.20753479,,,
5.505,-0.171821594,-0.012619019,0.184440613,,,
5.51,-0.178108215,-0.008415222,0.186523437,,,
5.515,-0.180198669,-0.018928528,0.199127197,,,
5.52,-0.169723511,0.029434204,0.140289307,,,
5.525,-0.178108215,0.008407593,0.169700622,,,
5.53,-0.180198669,0.002098083,0.178100586,,,
5.535,-0.182296753,0.035743713,0.14655304,,,
5.54,-0.180198669,0.016822815,0.163375854,,,
5.545,-0.178108215,0.008407593,0.169700622,,,
5.55,-0.182296753,0.002098083,0.18019867,,,
5.555,-0.176010132,-0.006309509,0.182319641,,,
5.56,-0.180198669,-0.010513306,0.190711975,,,
5.565,-0.182296753,-0.010513306,0.192810059,,,
5.57,-0.180198669,-0.010513306,0.190711975,,,
5.575,-0.184394836,-0.012619019,0.197013855,,,
5.58,-0.176010132,-0.002105713,0.178115845,,,
5.585,-0.169723511,-0.002105713,0.171829224,,,
5.59,-0.165534973,-0.002105713,0.167640686,,,
5.595,-0.167633057,-0.008415222,0.176048279,,,
5.6,-0.171821594,-0.012619019,0.184440613,,,
5.605,-0.180198669,-0.010513306,0.190711975,,,
5.61,-0.180198669,0.016822815,0.163375854,,,
5.615,-0.171821594,-0.004203796,0.17602539,,,
5.62,-0.182296753,-0.006309509,0.188606262,,,
5.625,-0.178108215,-0.004203796,0.182312011,,,
5.63,-0.178108215,-0.006309509,0.184417724,,,
5.635,-0.180198669,-0.012619019,0.192817688,,,
5.64,-0.182296753,0.03364563,0.148651123,,,
5.645,-0.176010132,0.016822815,0.159187317,,,
5.65,-0.180198669,0.006309509,0.17388916,,,
5.655,-0.178108215,0,0.178108215,,,
5.66,-0.171821594,-0.008415222,0.180236816,,,
5.665,-0.171821594,-0.014724731,0.186546325,,,
5.67,-0.176010132,0,0.176010132,,,
5.675,-0.180198669,-0.002105713,0.182304382,,,
5.68,-0.176010132,-0.008415222,0.184425354,,,
5.685,-0.182296753,-0.006309509,0.188606262,,,
5.69,-0.173912048,0,0.173912048,,,
5.695,-0.182296753,-0.002105713,0.184402466,,,
5.7,-0.167633057,-0.002105713,0.16973877,,,
5.705,-0.167633057,-0.006309509,0.173942566,,,
5.71,-0.188583374,-0.010513306,0.19909668,,,
5.715,-0.178108215,-0.012619019,0.190727234,,,
5.72,-0.180198669,-0.016822815,0.197021484,,,
5.725,-0.184394836,-0.014724731,0.199119567,,,
5.73,-0.165534973,0.025230408,0.140304565,,,
5.735,-0.171821594,0.008407593,0.163414001,,,
5.74,-0.180198669,-0.002105713,0.182304382,,,
5.745,-0.182296753,0.027336121,0.154960632,,,
5.75,-0.169723511,0.021026611,0.1486969,,,
5.755,-0.171821594,0.006309509,0.165512085,,,
5.76,-0.169723511,-0.002105713,0.171829224,,,
5.765,-0.171821594,0.002098083,0.169723511,,,
5.77,-0.182296753,-0.006309509,0.188606262,,,
5.775,-0.169723511,-0.006309509,0.17603302,,,
5.78,-0.171821594,0,0.171821594,,,
5.785,-0.169723511,-0.004203796,0.173927307,,,
5.79,-0.178108215,-0.012619019,0.190727234,,,
5.795,-0.184394836,-0.010513306,0.194908142,,,
5.8,-0.173912048,-0.010513306,0.184425354,,,
5.805,-0.171821594,-0.010513306,0.1823349,,,
5.81,-0.178108215,-0.012619019,0.190727234,,,
5.815,-0.169723511,-0.006309509,0.17603302,,,
5.82,-0.169723511,0.012619019,0.157104492,,,
5.825,-0.165534973,0,0.165534973,,,
5.83,-0.182296753,0,0.182296753,,,
5.835,-0.169723511,-0.002105713,0.171829224,,,
5.84,-0.171821594,-0.004203796,0.17602539,,,
5.845,-0.171821594,0.023132324,0.14868927,,,
5.85,-0.186485291,0.014717102,0.171768189,,,
5.855,-0.180198669,0.012619019,0.16757965,,,
5.86,-0.184394836,0,0.184394836,,,
5.865,-0.180198669,0.002098083,0.178100586,,,
5.87,-0.169723511,0,0.169723511,,,
5.875,-0.180198669,-0.008415222,0.188613891,,,
5.88,-0.180198669,0.002098083,0.178100586,,,
5.885,-0.173912048,-0.004203796,0.178115844,,,
5.89,-0.176010132,-0.008415222,0.184425354,,,
5.895,-0.186485291,-0.008415222,0.194900513,,,
5.9,-0.176010132,-0.008415222,0.184425354,,,
5.905,-0.178108215,-0.010513306,0.188621521,,,
5.91,-0.171821594,0.025230408,0.146591186,,,
5.915,-0.171821594,0.004203796,0.167617798,,,
5.92,-0.182296753,0,0.182296753,,,
5.925,-0.180198669,-0.004203796,0.184402465,,,
5.93,-0.171821594,-0.008415222,0.180236816,,,
5.935,-0.178108215,-0.004203796,0.182312011,,,
5.94,-0.178108215,-0.004203796,0.182312011,,,
5.945,-0.176010132,-0.008415222,0.184425354,,,
5.95,-0.169723511,0.010513306,0.159210205,,,
5.955,-0.178108215,0.023132324,0.154975891,,,
5.96,-0.173912048,0.014717102,0.159194946,,,
5.965,-0.180198669,-0.004203796,0.184402465,,,
5.97,-0.180198669,0.004203796,0.175994873,,,
5.975,-0.182296753,-0.004203796,0.186500549,,,
5.98,-0.186485291,-0.004203796,0.190689087,,,
5.985,-0.176010132,-0.010513306,0.186523438,,,
5.99,-0.182296753,-0.008415222,0.190711975,,,
5.995,-0.176010132,-0.016822815,0.192832947,,,
6,-0.180198669,-0.012619019,0.192817688,,,
6.005,-0.178108215,-0.010513306,0.188621521,,,
6.01,-0.182296753,-0.010513306,0.192810059,,,
6.015,-0.169723511,-0.006309509,0.17603302,,,
6.02,-0.182296753,-0.010513306,0.192810059,,,
6.025,-0.186485291,-0.010513306,0.196998597,,,
6.03,-0.180198669,0.008407593,0.171791076,,,
6.035,-0.178108215,0.002098083,0.176010132,,,
6.04,-0.176010132,-0.002105713,0.178115845,,,
6.045,-0.176010132,-0.006309509,0.182319641,,,
6.05,-0.182296753,-0.008415222,0.190711975,,,
6.055,-0.186485291,-0.014724731,0.201210022,,,
6.06,-0.180198669,0.035743713,0.144454956,,,
6.065,-0.180198669,0.008407593,0.171791076,,,
6.07,-0.180198669,0.006309509,0.17388916,,,
6.075,-0.176010132,-0.004203796,0.180213928,,,
6.08,-0.178108215,-0.008415222,0.186523437,,,
6.085,-0.176010132,-0.008415222,0.184425354,,,
6.09,-0.180198669,-0.004203796,0.184402465,,,
6.095,-0.178108215,-0.010513306,0.188621521,,,
6.1,-0.176010132,-0.008415222,0.184425354,,,
6.105,-0.176010132,-0.002105713,0.178115845,,,
6.11,-0.176010132,-0.008415222,0.184425354,,,
6.115,-0.171821594,-0.004203796,0.17602539,,,
6.12,-0.171821594,0.023132324,0.14868927,,,
6.125,-0.180198669,0.016822815,0.163375854,,,
6.13,-0.178108215,0.002098083,0.176010132,,,
6.135,-0.184394836,-0.004203796,0.188598632,,,
6.14,-0.186485291,-0.004203796,0.190689087,,,
6.145,-0.184394836,0,0.184394836,,,
6.15,-0.182296753,-0.012619019,0.194915772,,,
6.155,-0.184394836,-0.004203796,0.188598632,,,
6.16,-0.178108215,-0.010513306,0.188621521,,,
6.165,-0.178108215,-0.008415222,0.186523437,,,
6.17,-0.184394836,0.023132324,0.161262512,,,
6.175,-0.171821594,0.006309509,0.165512085,,,
6.18,-0.180198669,0.004203796,0.175994873,,,
6.185,-0.184394836,-0.002105713,0.186500549,,,
6.19,-0.186485291,-0.004203796,0.190689087,,,
6.195,-0.186485291,-0.021026611,0.207511902,,,
6.2,-0.182296753,-0.008415222,0.190711975,,,
6.205,-0.192771912,-0.010513306,0.203285218,,,
6.21,-0.173912048,0.006309509,0.167602539,,,
6.215,-0.16343689,-0.002105713,0.165542603,,,
6.22,-0.176010132,-0.004203796,0.180213928,,,
6.225,-0.169723511,-0.008415222,0.178138733,,,
6.23,-0.176010132,-0.004203796,0.180213928,,,
6.235,-0.184394836,-0.008415222,0.192810058,,,
6.24,-0.182296753,-0.008415222,0.190711975,,,
6.245,-0.184394836,-0.006309509,0.190704345,,,
6.25,-0.178108215,-0.006309509,0.184417724,,,
6.255,-0.180198669,-0.004203796,0.184402465,,,
6.26,-0.173912048,-0.002105713,0.176017761,,,
6.265,-0.173912048,-0.012619019,0.186531067,,,
6.27,-0.186485291,-0.010513306,0.196998597,,,
6.275,-0.180198669,0.029434204,0.150764465,,,
6.28,-0.184394836,0.008407593,0.175987243,,,
6.285,-0.184394836,0.008407593,0.175987243,,,
6.29,-0.178108215,-0.008415222,0.186523437,,,
6.295,-0.184394836,-0.002105713,0.186500549,,,
6.3,-0.182296753,0.004203796,0.178092957,,,
6.305,-0.180198669,-0.008415222,0.188613891,,,
6.31,-0.184394836,-0.002105713,0.186500549,,,
6.315,-0.173912048,-0.008415222,0.18232727,,,
6.32,-0.182296753,-0.006309509,0.188606262,,,
6.325,-0.169723511,-0.008415222,0.178138733,,,
6.33,-0.176010132,0.025230408,0.150779724,,,
6.335,-0.176010132,0.010513306,0.165496826,,,
6.34,-0.167633057,-0.004203796,0.171836853,,,
6.345,-0.180198669,-0.004203796,0.184402465,,,
6.35,-0.173912048,-0.006309509,0.180221557,,,
6.355,-0.167633057,-0.006309509,0.173942566,,,
6.36,-0.182296753,-0.012619019,0.194915772,,,
6.365,-0.178108215,-0.006309509,0.184417724,,,
6.37,-0.184394836,-0.006309509,0.190704345,,,
6.375,-0.188583374,-0.010513306,0.19909668,,,
6.38,-0.186485291,-0.010513306,0.196998597,,,
6.385,-0.180198669,0.029434204,0.150764465,,,
6.39,-0.176010132,0.014717102,0.16129303,,,
6.395,-0.180198669,-0.002105713,0.182304382,,,
6.4,-0.178108215,0,0.178108215,,,
6.405,-0.184394836,0,0.184394836,,,
6.41,-0.182296753,-0.004203796,0.186500549,,,
6.415,-0.192771912,0,0.192771912,,,
6.42,-0.173912048,0.010513306,0.163398742,,,
6.425,-0.188583374,-0.004203796,0.19278717,,,
6.43,-0.176010132,-0.010513306,0.186523438,,,
6.435,-0.165534973,-0.006309509,0.171844482,,,
6.44,-0.169723511,-0.010513306,0.180236817,,,
6.445,-0.178108215,-0.010513306,0.188621521,,,
6.45,-0.178108215,-0.008415222,0.186523437,,,
6.455,-0.176010132,-0.004203796,0.180213928,,,
6.46,-0.173912048,-0.010513306,0.184425354,,,
6.465,-0.176010132,-0.014724731,0.190734863,,,
6.47,-0.178108215,-0.006309509,0.184417724,,,
6.475,-0.178108215,-0.006309509,0.184417724,,,
6.48,-0.182296753,-0.002105713,0.184402466,,,
6.485,-0.180198669,0.008407593,0.171791076,,,
6.49,-0.180198669,0.025230408,0.154968261,,,
6.495,-0.188583374,0,0.188583374,,,
6.5,-0.184394836,0,0.184394836,,,
6.505,-0.192771912,-0.002105713,0.194877625,,,
6.51,-0.182296753,0.021026611,0.161270142,,,
6.515,-0.178108215,0.006309509,0.171798706,,,
6.52,-0.184394836,0.004203796,0.18019104,,,
6.525,-0.186485291,-0.008415222,0.194900513,,,
6.53,-0.184394836,-0.012619019,0.197013855,,,
6.535,-0.184394836,-0.012619019,0.197013855,,,
6.54,-0.169723511,0.010513306,0.159210205,,,
6.545,-0.167633057,-0.006309509,0.173942566,,,
6.55,-0.176010132,-0.008415222,0.184425354,,,
6.555,-0.178108215,-0.012619019,0.190727234,,,
6.56,-0.176010132,-0.012619019,0.188629151,,,
6.565,-0.182296753,-0.016822815,0.199119568,,,
6.57,-0.171821594,-0.012619019,0.184440613,,,
6.575,-0.178108215,-0.014724731,0.192832946,,,
6.58,-0.171821594,-0.004203796,0.17602539,,,
6.585,-0.180198669,-0.008415222,0.188613891,,,
6.59,-0.186485291,0.023132324,0.163352967,,,
6.595,-0.178108215,0.006309509,0.171798706,,,
6.6,-0.178108215,0.006309509,0.171798706,,,
6.605,-0.178108215,-0.006309509,0.184417724,,,
6.61,-0.178108215,-0.010513306,0.188621521,,,
6.615,-0.194869995,-0.004203796,0.199073791,,,
6.62,-0.184394836,-0.006309509,0.190704345,,,
6.625,-0.182296753,-0.010513306,0.192810059,,,
6.63,-0.184394836,0.018920898,0.165473938,,,
6.635,-0.180198669,0.006309509,0.17388916,,,
6.64,-0.176010132,0.006309509,0.169700623,,,
6.645,-0.178108215,-0.008415222,0.186523437,,,
6.65,-0.173912048,-0.010513306,0.184425354,,,
6.655,-0.186485291,-0.006309509,0.1927948,,,
6.66,-0.192771912,-0.006309509,0.199081421,,,
6.665,-0.178108215,0,0.178108215,,,
6.67,-0.190681458,0.002098083,0.188583375,,,
6.675,-0.182296753,-0.004203796,0.186500549,,,
6.68,-0.180198669,-0.012619019,0.192817688,,,
6.685,-0.180198669,-0.008415222,0.188613891,,,
6.69,-0.188583374,-0.004203796,0.19278717,,,
6.695,-0.190681458,0.027336121,0.163345337,,,
6.7,-0.184394836,0.018920898,0.165473938,,,
6.705,-0.178108215,0.002098083,0.176010132,,,
6.71,-0.188583374,-0.010513306,0.19909668,,,
6.715,-0.178108215,-0.012619019,0.190727234,,,
6.72,-0.176010132,0.018920898,0.157089234,,,
6.725,-0.188583374,0.008407593,0.180175781,,,
6.73,-0.188583374,-0.004203796,0.19278717,,,
6.735,-0.178108215,-0.006309509,0.184417724,,,
6.74,-0.184394836,-0.006309509,0.190704345,,,
6.745,-0.186485291,-0.002105713,0.188591004,,,
6.75,-0.173912048,-0.006309509,0.180221557,,,
6.755,-0.167633057,-0.006309509,0.173942566,,,
6.76,-0.173912048,-0.010513306,0.184425354,,,
6.765,-0.171821594,-0.012619019,0.184440613,,,
6.77,-0.171821594,-0.014724731,0.186546325,,,
6.775,-0.178108215,-0.010513306,0.188621521,,,
6.78,-0.171821594,-0.004203796,0.17602539,,,
6.785,-0.173912048,-0.012619019,0.186531067,,,
6.79,-0.176010132,-0.006309509,0.182319641,,,
6.795,-0.167633057,-0.006309509,0.173942566,,,
6.8,-0.167633057,-0.010513306,0.178146363,,,
6.805,-0.180198669,0.010513306,0.169685363,,,
6.81,-0.186485291,0.046257019,0.140228272,,,
6.815,-0.169723511,0.021026611,0.1486969,,,
6.82,-0.184394836,0.010513306,0.17388153,,,
6.825,-0.176010132,0.006309509,0.169700623,,,
6.83,-0.182296753,-0.004203796,0.186500549,,,
6.835,-0.178108215,-0.004203796,0.182312011,,,
6.84,-0.178108215,0.002098083,0.176010132,,,
6.845,-0.176010132,-0.004203796,0.180213928,,,
6.85,-0.182296753,-0.008415222,0.190711975,,,
6.855,-0.178108215,-0.004203796,0.182312011,,,
6.86,-0.182296753,-0.008415222,0.190711975,,,
6.865,-0.182296753,-0.006309509,0.188606262,,,
6.87,-0.180198669,-0.004203796,0.184402465,,,
6.875,-0.180198669,-0.008415222,0.188613891,,,
6.88,-0.178108215,-0.012619019,0.190727234,,,
6.885,-0.182296753,-0.012619019,0.194915772,,,
6.89,-0.182296753,-0.006309509,0.188606262,,,
6.895,-0.178108215,-0.006309509,0.184417724,,,
