Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 413",5.628424379464e-02,4.151008101640e-02,1.476260890442e-02,5.830621230156e-02,5.232419930757e-02,1.578729071095e-02,2.021968506918e-03,1.081411829117e-02,1.024681806531e-03
"                 414",5.641195291682e-02,4.147762326278e-02,1.498835514592e-02,5.807532002691e-02,4.835194627414e-02,1.598512305592e-02,1.663367110083e-03,6.874323011366e-03,9.967679099980e-04
"                 415",5.658965135112e-02,4.144544523158e-02,1.530864373161e-02,5.827892797788e-02,5.172637187742e-02,1.526696960485e-02,1.689276626758e-03,1.028092664584e-02,-4.167412676836e-05
"                 416",5.671891675282e-02,4.142414446471e-02,1.544121792787e-02,5.832242739131e-02,5.084661242267e-02,1.721893120054e-02,1.603510638489e-03,9.422467957966e-03,1.777713272670e-03
"                 417",5.677463288060e-02,4.140574737100e-02,1.551393357600e-02,5.863689453513e-02,5.034067795280e-02,1.662725531243e-02,1.862261654524e-03,8.934930581796e-03,1.113321736427e-03
"                 418",5.681387649842e-02,4.139704522443e-02,1.555871892449e-02,5.821955636781e-02,4.891414821318e-02,1.673138546173e-02,1.405679869396e-03,7.517102988754e-03,1.172666537245e-03
"                 419",5.690894230927e-02,4.136144882178e-02,1.549836768153e-02,5.829098083392e-02,4.945336625299e-02,1.526854214178e-02,1.382038524650e-03,8.091917431210e-03,-2.298255397449e-04
"                 420",5.706356431526e-02,4.130712304446e-02,1.540943144520e-02,5.886175599532e-02,5.075896148721e-02,1.516838523177e-02,1.798191680060e-03,9.451838442753e-03,-2.410462134292e-04
"                 421",5.725512855634e-02,4.123480139694e-02,1.544739588079e-02,5.893070541648e-02,5.157891834450e-02,1.629147264247e-02,1.675576860136e-03,1.034411694756e-02,8.440767616820e-04
"                 422",5.744884014308e-02,4.116586838257e-02,1.550707575883e-02,5.861063704053e-02,4.928120237793e-02,1.622032722657e-02,1.161796897446e-03,8.115333995362e-03,7.132514677412e-04
"                 423",5.759828702976e-02,4.110784358956e-02,1.555005975045e-02,5.919361372402e-02,4.895317749989e-02,1.611291099123e-02,1.595326694257e-03,7.845333910330e-03,5.628512407821e-04
"                 424",5.774805270830e-02,4.107118417848e-02,1.560191250813e-02,5.920822735903e-02,4.868843142759e-02,1.701826210933e-02,1.460174650736e-03,7.617247249110e-03,1.416349601197e-03
"                 425",5.785039898523e-02,4.105157185938e-02,1.557419066757e-02,5.964529606581e-02,5.060528978675e-02,1.636395383146e-02,1.794897080575e-03,9.553717927364e-03,7.897631638858e-04
"                 426",5.792437784031e-02,4.106316017612e-02,1.550099272996e-02,5.968077064473e-02,4.887568198162e-02,1.550387527559e-02,1.756392804420e-03,7.812521805500e-03,2.882545630133e-06
"                 427",5.805834324754e-02,4.107311962436e-02,1.561192567809e-02,5.962421124524e-02,4.945018239072e-02,1.589234624762e-02,1.565867997698e-03,8.377062766361e-03,2.804205695327e-04
"                 428",5.821154265229e-02,4.104384766510e-02,1.569739073988e-02,5.970265114600e-02,5.176039748091e-02,1.553476282228e-02,1.491108493714e-03,1.071654981581e-02,-1.626279176012e-04
"                 429",5.836597367022e-02,4.098568554856e-02,1.573796229928e-02,5.986171973792e-02,5.251724331714e-02,1.595184934991e-02,1.495746067696e-03,1.153155776858e-02,2.138870506293e-04
"                 430",5.852520285072e-02,4.095656437794e-02,1.579146972209e-02,6.086672076207e-02,4.949597909582e-02,1.755357029592e-02,2.341517911354e-03,8.539414717870e-03,1.762100573833e-03
"                 431",5.865609665143e-02,4.093416362147e-02,1.585022544690e-02,6.115626246892e-02,4.580074244473e-02,1.796101280631e-02,2.500165817488e-03,4.866578823252e-03,2.110787359410e-03
"                 432",5.876322671017e-02,4.093728916408e-02,1.589957117231e-02,6.042156270137e-02,4.875565764800e-02,1.623703127435e-02,1.658335991200e-03,7.818368483927e-03,3.374601020421e-04
"                 433",5.887602937395e-02,4.099646615624e-02,1.601032970342e-02,6.053753301101e-02,5.165291240817e-02,1.606076939484e-02,1.661503637053e-03,1.065644625193e-02,5.043969141974e-05
"                 434",5.897136548438e-02,4.104208206155e-02,1.599879990973e-02,6.059600326643e-02,4.957731108092e-02,1.617697538594e-02,1.624637782051e-03,8.535229019374e-03,1.781754762095e-04
"                 435",5.907703028234e-02,4.105566021410e-02,1.603810286651e-02,6.094177842233e-02,4.946505758872e-02,1.633499925249e-02,1.864748139991e-03,8.409397374623e-03,2.968963859792e-04
"                 436",5.919756631573e-02,4.105609889854e-02,1.624568182811e-02,6.092907033513e-02,5.038912145245e-02,1.717774809796e-02,1.731504019401e-03,9.333022553912e-03,9.320662698499e-04
"                 437",5.925983589851e-02,4.104697279757e-02,1.642345301338e-02,6.083414141873e-02,5.006531833086e-02,1.875806729576e-02,1.574305520215e-03,9.018345533292e-03,2.334614282382e-03
"                 438",5.926876041311e-02,4.104678270256e-02,1.650783534658e-02,6.082442527099e-02,4.735956718337e-02,1.665090609472e-02,1.555664857877e-03,6.312784480807e-03,1.430707481405e-04
"                 439",5.930139540416e-02,4.108564390986e-02,1.665980473188e-02,6.110569334857e-02,5.123800847274e-02,1.794458501257e-02,1.804297944410e-03,1.015236456288e-02,1.284780280686e-03
"                 440",5.937921421983e-02,4.112590433744e-02,1.674526125539e-02,6.114239340663e-02,5.146349510582e-02,1.718190353724e-02,1.763179186796e-03,1.033759076838e-02,4.366422818537e-04
"                 441",5.951015954167e-02,4.116387515790e-02,1.684827792299e-02,6.096098836626e-02,4.844724253931e-02,1.706202289170e-02,1.450828824592e-03,7.283367381411e-03,2.137449687122e-04
"                 442",5.963640675649e-02,4.121898721095e-02,1.698830678957e-02,6.121951045751e-02,5.251923435885e-02,1.755686154688e-02,1.583103701019e-03,1.130024714790e-02,5.685547573114e-04
"                 443",5.982056917401e-02,4.127490241854e-02,1.720486877320e-02,6.135082867932e-02,4.935460673050e-02,1.758213894109e-02,1.530259505306e-03,8.079704311964e-03,3.772701678979e-04
"                 444",6.003101450746e-02,4.132543191699e-02,1.739231387448e-02,6.178444073210e-02,4.936671684481e-02,1.666258217089e-02,1.753426224641e-03,8.041284927824e-03,-7.297317035973e-04
"                 445",6.015595464392e-02,4.138292681180e-02,1.753291967705e-02,6.198115278884e-02,5.115313102949e-02,1.879523523410e-02,1.825198144922e-03,9.770204217681e-03,1.262315557046e-03
"                 446",6.030091463560e-02,4.141991478744e-02,1.761405762243e-02,6.209433591773e-02,5.271462128814e-02,1.952232006469e-02,1.793421282127e-03,1.129470650070e-02,1.908262442269e-03
"                 447",6.042014534416e-02,4.144171591353e-02,1.773325821254e-02,6.220958446030e-02,4.901851055855e-02,1.810206917377e-02,1.789439116140e-03,7.576794645028e-03,3.688109612246e-04
"                 448",6.059545516233e-02,4.145954554412e-02,1.789738603721e-02,6.188875446465e-02,4.983428501474e-02,1.933553776932e-02,1.293299302320e-03,8.374739470613e-03,1.438151732110e-03
"                 449",6.080610019753e-02,4.148119376622e-02,1.800796559296e-02,6.248162354087e-02,5.168742136117e-02,1.952180575029e-02,1.675523343346e-03,1.020622759495e-02,1.513840157332e-03
"                 450",6.098904832383e-02,4.151868496946e-02,1.806824517527e-02,6.252529517785e-02,4.894927219996e-02,1.721709132016e-02,1.536246854025e-03,7.430587230498e-03,-8.511538551146e-04
"                 451",6.112326122046e-02,4.157121191750e-02,1.817514005015e-02,6.299578029881e-02,4.987905584043e-02,1.913558325006e-02,1.872519078345e-03,8.307843922929e-03,9.604431999117e-04
"                 452",6.117677441576e-02,4.161084693866e-02,1.814650965876e-02,6.366835713036e-02,5.035170754961e-02,1.889408888534e-02,2.491582714598e-03,8.740860610950e-03,7.475792265792e-04
"                 453",6.122149236630e-02,4.163136344885e-02,1.807473142633e-02,6.312107903591e-02,4.881715211803e-02,1.905476190504e-02,1.899586669610e-03,7.185788669187e-03,9.800304787091e-04
"                 454",6.122764496885e-02,4.164526776249e-02,1.803815445779e-02,6.316438190677e-02,4.916149439322e-02,2.055961925628e-02,1.936736937914e-03,7.516226630732e-03,2.521464798491e-03
"                 455",6.125444658728e-02,4.166519821191e-02,1.804253679231e-02,6.266047139924e-02,4.915634228634e-02,1.878748252631e-02,1.406024811957e-03,7.491144074427e-03,7.449457340016e-04
"                 456",6.126053847649e-02,4.167660203890e-02,1.795334199094e-02,6.289100863828e-02,4.993197863078e-02,1.899408177384e-02,1.630470161786e-03,8.255376591878e-03,1.040739782900e-03
"                 457",6.126292395165e-02,4.173522021451e-02,1.788329570773e-02,6.252788928329e-02,5.183602958392e-02,1.903701302800e-02,1.264965331640e-03,1.010080936941e-02,1.153717320269e-03
"                 458",6.122028400040e-02,4.178457526886e-02,1.777358147963e-02,6.276311706260e-02,5.097770221620e-02,1.832248486868e-02,1.542833062199e-03,9.193126947339e-03,5.489033890561e-04
"                 459",6.112818087177e-02,4.182241906411e-02,1.768390790817e-02,6.282322830161e-02,5.144883878192e-02,1.864939023733e-02,1.695047429837e-03,9.626419717814e-03,9.654823291622e-04
"                 460",6.098865902288e-02,4.185037607258e-02,1.763232753259e-02,6.295120345900e-02,5.209136173081e-02,1.837163050179e-02,1.962544436126e-03,1.024098565824e-02,7.393029691969e-04
"                 461",6.075796130458e-02,4.184357506273e-02,1.750289276025e-02,6.287601404971e-02,5.404498518945e-02,1.846974691935e-02,2.118052745131e-03,1.220141012672e-02,9.668541591031e-04
"                 462",6.051227170255e-02,4.179585493359e-02,1.735402403084e-02,6.266339941092e-02,5.084368907932e-02,1.842935180004e-02,2.151127708370e-03,9.047834145730e-03,1.075327769200e-03
"                 463",6.033540001656e-02,4.177618319846e-02,1.739468824618e-02,6.211682344839e-02,5.036310455449e-02,1.816448927729e-02,1.781423431829e-03,8.586921356036e-03,7.698010311123e-04
"                 464",6.017860080808e-02,4.176799208915e-02,1.746477347431e-02,6.200631160318e-02,5.103585326970e-02,1.940880070629e-02,1.827710795102e-03,9.267861180548e-03,1.944027231977e-03
"                 465",5.996590190788e-02,4.178041495902e-02,1.743334990286e-02,6.196289265976e-02,5.215090725779e-02,1.833799433890e-02,1.996990751885e-03,1.037049229877e-02,9.046444360429e-04
"                 466",5.977715534330e-02,4.180923550804e-02,1.738818689074e-02,6.175060573586e-02,5.439788188354e-02,1.848049271066e-02,1.973450392563e-03,1.258864637550e-02,1.092305819927e-03
