Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                1066",8.042074127841e-01,1.903724136890e-01,8.498045946220e-02,1.053919542268e-01,-1.020574738230e-02
"                1067",8.125430575532e-01,1.993219950635e-01,8.588753333525e-02,1.134344617283e-01,-1.377346419651e-02
"                1068",7.950568578073e-01,2.043684068967e-01,8.851852313035e-02,1.158498837664e-01,-1.366568031802e-02
"                1069",7.760771394978e-01,2.121646443817e-01,9.316985286016e-02,1.189947915215e-01,-1.291246933067e-02
"                1070",7.961388178333e-01,2.174971442511e-01,9.170586913589e-02,1.257912751152e-01,-1.704270298964e-02
"                1071",8.124351010027e-01,2.227733394120e-01,9.266463858396e-02,1.301087008280e-01,-1.872203112204e-02
"                1072",7.988617700496e-01,2.276838933083e-01,9.440106998253e-02,1.332828233258e-01,-1.944087667163e-02
"                1073",8.038409937174e-01,2.317185013108e-01,9.521455595447e-02,1.365039453563e-01,-2.064469470093e-02
"                1074",7.971654149956e-01,2.384113743887e-01,1.007869793664e-01,1.376243950223e-01,-1.841870782794e-02
"                1075",8.057582313972e-01,2.437292186260e-01,1.008293895908e-01,1.428998290353e-01,-2.103521972225e-02
"                1076",7.836034546232e-01,2.380754132982e-01,9.779602263224e-02,1.402793906660e-01,-2.124168401688e-02
"                1077",7.843081461808e-01,2.354744273492e-01,9.629425267183e-02,1.391801746774e-01,-2.144296100278e-02
"                1078",7.914111724772e-01,2.354212561593e-01,9.599328029846e-02,1.394279758609e-01,-2.171734778120e-02
"                1079",8.015970736600e-01,2.367369631568e-01,9.626597289968e-02,1.404709902571e-01,-2.210250867870e-02
"                1080",8.039548070562e-01,2.412477368450e-01,9.758835014676e-02,1.436593866982e-01,-2.303551827572e-02
"                1081",7.970953724415e-01,2.406737411217e-01,9.810156989513e-02,1.425721712265e-01,-2.223530066570e-02
"                1082",8.010042081131e-01,2.473045516841e-01,1.002212780694e-01,1.470832736147e-01,-2.343099777265e-02
"                1083",7.940510652816e-01,2.388300038593e-01,9.719115902003e-02,1.416388448392e-01,-2.222384290961e-02
"                1084",7.935196153660e-01,2.415502933677e-01,9.733819694287e-02,1.442120964248e-01,-2.343694974097e-02
"                1085",7.782061052770e-01,2.338296449442e-01,9.300157697945e-02,1.408280679648e-01,-2.391324549267e-02
"                1086",7.777970046625e-01,2.182385629708e-01,8.399092559821e-02,1.342476373726e-01,-2.512835588720e-02
"                1087",7.880840813732e-01,2.205740244540e-01,8.401756730313e-02,1.365564571509e-01,-2.626944492388e-02
"                1088",7.940128621604e-01,2.164506115266e-01,8.060737822320e-02,1.358432333034e-01,-2.761792754011e-02
"                1089",7.941142431491e-01,2.097956477493e-01,7.905466331007e-02,1.307409844392e-01,-2.584316056457e-02
"                1090",7.529244060571e-01,1.991287593799e-01,8.002683619353e-02,1.191019231863e-01,-1.953754349640e-02
"                1091",7.697059455360e-01,1.870946711788e-01,7.277615368879e-02,1.143185174900e-01,-2.077118190061e-02
"                1092",7.695119484850e-01,1.879861158194e-01,7.435289435782e-02,1.136332214616e-01,-1.964016355189e-02
"                1093",7.823726401319e-01,1.845209851001e-01,7.126638516971e-02,1.132545999304e-01,-2.099410738036e-02
"                1094",7.904849582556e-01,1.713442152688e-01,6.595383518054e-02,1.053903800882e-01,-1.971827245385e-02
"                1095",7.830993314661e-01,1.769560338642e-01,7.127785153618e-02,1.056781823280e-01,-1.720016539590e-02
"                1096",7.869995241930e-01,1.700270874673e-01,6.644673827138e-02,1.035803491959e-01,-1.856680546226e-02
"                1097",7.651681127794e-01,1.737050875475e-01,7.118715760517e-02,1.025179299423e-01,-1.566538616859e-02
"                1098",7.706143170744e-01,1.707070432515e-01,7.188991901926e-02,9.881712423223e-02,-1.346360260648e-02
"                1099",7.622030494034e-01,1.806395203763e-01,7.558906814355e-02,1.050504522328e-01,-1.473069204462e-02
"                1100",7.676742652072e-01,1.643308801452e-01,7.016453400693e-02,9.416634613826e-02,-1.200090606566e-02
"                1101",7.714904518636e-01,1.723730397511e-01,7.393092648171e-02,9.844211326937e-02,-1.225559339383e-02
"                1102",7.717348854645e-01,1.723424114093e-01,7.489162868570e-02,9.745078272361e-02,-1.127957701896e-02
"                1103",7.544498299062e-01,1.732692301030e-01,7.717701878268e-02,9.609221132037e-02,-9.457596268849e-03
"                1104",7.655566893982e-01,1.746151685943e-01,7.556811161323e-02,9.904705698106e-02,-1.173947268392e-02
"                1105",7.621709186816e-01,1.772122123218e-01,7.688750921904e-02,1.003247031027e-01,-1.171859694184e-02
"                1106",7.381651623817e-01,1.734357350257e-01,7.802347265772e-02,9.541226236799e-02,-8.694394855137e-03
"                1107",7.707462268259e-01,1.787717535842e-01,7.983842970056e-02,9.893332388363e-02,-9.547447091535e-03
"                1108",7.652178753022e-01,1.842393555628e-01,8.449650192402e-02,9.974285363876e-02,-7.623175857366e-03
"                1109",7.833777262164e-01,1.814641568941e-01,8.266962594446e-02,9.879453094961e-02,-8.062452502575e-03
"                1110",7.781701520150e-01,1.891297170407e-01,8.707232119357e-02,1.020573958472e-01,-7.492537326798e-03
"                1111",7.812150249086e-01,1.931057737709e-01,8.741224908071e-02,1.056935246902e-01,-9.140637804753e-03
"                1112",7.831253656618e-01,2.034588292727e-01,8.848853206160e-02,1.149702972111e-01,-1.324088257477e-02
"                1113",7.729079448216e-01,2.101497302890e-01,8.918028923506e-02,1.209694410539e-01,-1.589457590944e-02
"                1114",7.720925160192e-01,2.113387057670e-01,8.922004907240e-02,1.221186566946e-01,-1.644930381110e-02
"                1115",7.582819232555e-01,2.202782330558e-01,9.378397810503e-02,1.264942549508e-01,-1.635513842289e-02
"                1116",7.702745750773e-01,2.183822705844e-01,8.831686879872e-02,1.300654017857e-01,-2.087426649349e-02
"                1117",7.778239055289e-01,2.280092913109e-01,9.008946380280e-02,1.379198275081e-01,-2.391518185265e-02
"                1118",7.730396228446e-01,2.305430944929e-01,9.080993745907e-02,1.397331570338e-01,-2.446160978738e-02
"                1119",7.709155611014e-01,2.348697525920e-01,9.613062657101e-02,1.387391260210e-01,-2.130424972498e-02
"                1120",7.606585961982e-01,2.212410712466e-01,9.226397362253e-02,1.289770976241e-01,-1.835656200077e-02
"                1121",7.652896459365e-01,2.184977471214e-01,8.883774992665e-02,1.296599971947e-01,-2.041112363403e-02
"                1122",7.713989371774e-01,2.306578669297e-01,9.376637750129e-02,1.368914894284e-01,-2.156255596358e-02
"                1123",7.747878063368e-01,2.164302025975e-01,8.636216185194e-02,1.300680407455e-01,-2.185293944678e-02
"                1124",7.706500443617e-01,2.090963678813e-01,8.297527744824e-02,1.261210904331e-01,-2.157290649241e-02
"                1125",7.699773887150e-01,2.044679493007e-01,8.314299843534e-02,1.213249508654e-01,-1.909097621500e-02
"                1126",7.758083079934e-01,2.022601554955e-01,8.303739880085e-02,1.192227566947e-01,-1.809267894692e-02
"                1127",7.680806164638e-01,2.075470108552e-01,8.366838739819e-02,1.238786234571e-01,-2.010511802943e-02
"                1128",7.788845765074e-01,2.090259934171e-01,8.441966348618e-02,1.246063299309e-01,-2.009333322236e-02
"                1129",7.702032688541e-01,2.098340266948e-01,8.837682078138e-02,1.214572059134e-01,-1.654019256599e-02
"                1130",8.097026694810e-01,1.991229637429e-01,7.801447720980e-02,1.211084865331e-01,-2.154700466167e-02
"                1131",7.911351192574e-01,1.966197461550e-01,8.238021488628e-02,1.142395312687e-01,-1.592965819121e-02
"                1132",7.612485098981e-01,1.801801243786e-01,7.839152691962e-02,1.017885974589e-01,-1.169853526966e-02
"                1133",7.739934537492e-01,1.791104782918e-01,7.687378381092e-02,1.022366944809e-01,-1.268145533498e-02
"                1134",7.813989285815e-01,1.780894184780e-01,7.600325167168e-02,1.020861668063e-01,-1.304145756733e-02
"                1135",7.919913481357e-01,1.766570164868e-01,7.601719295569e-02,1.006398235311e-01,-1.231131528772e-02
"                1136",8.020972413628e-01,1.789235271967e-01,7.777254326391e-02,1.011509839328e-01,-1.168922033445e-02
"                1137",7.728047233015e-01,1.647235129848e-01,7.366281717143e-02,9.106069581337e-02,-8.698939320971e-03
"                1138",7.966977842529e-01,1.666301583155e-01,7.267177982513e-02,9.395837849039e-02,-1.064329933263e-02
"                1139",8.037235434969e-01,1.582079989144e-01,6.891236519441e-02,8.929563372003e-02,-1.019163426281e-02
"                1140",8.018635364549e-01,1.620715709681e-01,7.274149994661e-02,8.933007102147e-02,-8.294285537432e-03
"                1141",7.897465225540e-01,1.586751311448e-01,7.195533593942e-02,8.671979520536e-02,-7.382229632968e-03
"                1142",7.817427808751e-01,1.714374864576e-01,7.931682796588e-02,9.212065849169e-02,-6.401915262905e-03
"                1143",7.895660008281e-01,1.759979693697e-01,7.787288202649e-02,9.812508734318e-02,-1.012610265834e-02
"                1144",7.786309789614e-01,1.758606667208e-01,7.948564108591e-02,9.637502563486e-02,-8.444692274476e-03
"                1145",7.855900946335e-01,1.792660640920e-01,7.987701895915e-02,9.938904513282e-02,-9.756013086833e-03
"                1146",7.832134260697e-01,1.812342669233e-01,8.175119982083e-02,9.948306710251e-02,-8.865933640844e-03
"                1147",7.905942320765e-01,1.831091102041e-01,7.838341576254e-02,1.047256944416e-01,-1.317113933953e-02
"                1148",8.011159524473e-01,1.815506377907e-01,7.699742745136e-02,1.045532103394e-01,-1.377789144400e-02
"                1149",7.679457561215e-01,1.805965306531e-01,8.308486217755e-02,9.751166847555e-02,-7.213403149001e-03
"                1150",7.695010569757e-01,1.817308886906e-01,8.536240770888e-02,9.636848098171e-02,-5.503036636419e-03
"                1151",7.958023158286e-01,1.872201037517e-01,8.375695123290e-02,1.034631525188e-01,-9.853100642962e-03
"                1152",7.723921792097e-01,1.794934037581e-01,8.107809923309e-02,9.841530452497e-02,-8.668602645938e-03
"                1153",7.983253772206e-01,1.855552005687e-01,8.153432474601e-02,1.040208758227e-01,-1.124327553834e-02
"                1154",7.995419949805e-01,1.866707822280e-01,7.947574623107e-02,1.071950359969e-01,-1.385964488293e-02
"                1155",7.746187758809e-01,1.976773436181e-01,8.704973367135e-02,1.106276099467e-01,-1.178893813768e-02
"                1156",7.918785471667e-01,2.049149542689e-01,8.449590610337e-02,1.204190481655e-01,-1.796157103105e-02
"                1157",8.053415986672e-01,2.196689118075e-01,8.663104935718e-02,1.330378624503e-01,-2.320340654655e-02
"                1158",7.700180308898e-01,2.279602251359e-01,9.397910792052e-02,1.339811172154e-01,-2.000100464742e-02
"                1159",7.734801770114e-01,2.380655086648e-01,9.824132371147e-02,1.398241849533e-01,-2.079143062091e-02
"                1160",7.906596373865e-01,2.443095679846e-01,1.008428277489e-01,1.434667402358e-01,-2.131195624345e-02
"                1161",7.725523288988e-01,2.411121072238e-01,1.001883119724e-01,1.409237952514e-01,-2.036774163954e-02
"                1162",7.763336136144e-01,2.381951721398e-01,9.676193870405e-02,1.414332334357e-01,-2.233564736584e-02
"                1163",7.710071477172e-01,2.436332493816e-01,1.007250985379e-01,1.429081508436e-01,-2.109152615286e-02
"                1164",7.572530476128e-01,2.347301527400e-01,9.850217502718e-02,1.362279777128e-01,-1.886290134281e-02
"                1165",7.844738934532e-01,2.345669005300e-01,9.816634870469e-02,1.364005518253e-01,-1.911710156032e-02
"                1166",7.606060445638e-01,2.270959672495e-01,9.780309124955e-02,1.292928760000e-01,-1.574489237520e-02
"                1167",7.805815486402e-01,2.123695724822e-01,8.604953041083e-02,1.263200420714e-01,-2.013525583029e-02
"                1168",7.794213516762e-01,2.117191258083e-01,8.879424277233e-02,1.229248830359e-01,-1.706532013181e-02
"                1169",7.837355713723e-01,2.115890808233e-01,8.826220640982e-02,1.233268744135e-01,-1.753233400185e-02
"                1170",7.588201285843e-01,2.081964280074e-01,9.119514177742e-02,1.170012862300e-01,-1.290307222628e-02
"                1171",7.693836298910e-01,2.070316514499e-01,8.476319537427e-02,1.222684560757e-01,-1.875263035070e-02
"                1172",7.845882876858e-01,2.149037405304e-01,8.946061336221e-02,1.254431271682e-01,-1.799125690300e-02
"                1173",7.712174807343e-01,2.169790898740e-01,9.064114534983e-02,1.263379445242e-01,-1.784839958716e-02
"                1174",7.652998499918e-01,2.076173261620e-01,8.765701198160e-02,1.199603141804e-01,-1.615165109942e-02
"                1175",7.815607260412e-01,2.088513853039e-01,8.763245872407e-02,1.212189265798e-01,-1.679323392788e-02
"                1176",7.819174093413e-01,2.061749769039e-01,9.010269141015e-02,1.160722854938e-01,-1.298479704180e-02
"                1177",7.797312727168e-01,2.011496215714e-01,8.739425209169e-02,1.137553694798e-01,-1.318055869403e-02
"                1178",7.837880320051e-01,1.866556983274e-01,8.333007204657e-02,1.033256262808e-01,-9.997777117135e-03
"                1179",7.756952787698e-01,1.902487084546e-01,8.997021844668e-02,1.002784900079e-01,-5.154135780622e-03
"                1180",7.792676654202e-01,1.838246559191e-01,8.596675525592e-02,9.785790066315e-02,-5.945572703615e-03
"                1181",7.741344453309e-01,1.811501200280e-01,8.675010021613e-02,9.440001981184e-02,-3.824959797854e-03
"                1182",7.700567321539e-01,1.739906108891e-01,8.403637763897e-02,8.995423325015e-02,-2.958927805590e-03
"                1183",7.743701749881e-01,1.682363827458e-01,8.236350193896e-02,8.587288080686e-02,-1.754689433950e-03
"                1184",7.832775145567e-01,1.655233840428e-01,8.195281160166e-02,8.357057244115e-02,-8.088804197448e-04
"                1185",7.824461434396e-01,1.577960044321e-01,7.779118379326e-02,8.000482063880e-02,-1.106818422770e-03
"                1186",7.733285963334e-01,1.651032536286e-01,8.284579165925e-02,8.225746196933e-02,2.941648449605e-04
"                1187",7.926583823297e-01,1.758995578555e-01,8.587638138444e-02,9.002317647110e-02,-2.073397543330e-03
"                1188",7.712339081007e-01,1.716126817758e-01,8.692053097953e-02,8.469215079629e-02,1.114190091619e-03
"                1189",7.641432045986e-01,1.751932167717e-01,8.692052761273e-02,8.827268915898e-02,-6.760807731240e-04
"                1190",7.724051144436e-01,1.676067711851e-01,8.351493455264e-02,8.409183663245e-02,-2.884510399079e-04
"                1191",7.877078569230e-01,1.627811070717e-01,7.666480590401e-02,8.611630116774e-02,-4.725747631868e-03
"                1192",7.929319690387e-01,1.616386816785e-01,7.682517386113e-02,8.481350781736e-02,-3.994166978113e-03
"                1193",7.793323042285e-01,1.595901296160e-01,7.541440213321e-02,8.417572748277e-02,-4.380662674781e-03
"                1194",7.773320100906e-01,1.503157463699e-01,7.580862449577e-02,7.450712187412e-02,6.507513108257e-04
"                1195",7.916197059742e-01,1.447989913344e-01,6.985685442918e-02,7.494213690520e-02,-2.542641238008e-03
"                1196",8.062118362167e-01,1.455254395049e-01,6.823168828725e-02,7.729375121769e-02,-4.531031465220e-03
"                1197",7.949400414957e-01,1.525298228282e-01,7.024191599010e-02,8.228790683814e-02,-6.022995424016e-03
"                1198",7.478500264427e-01,1.504939772926e-01,7.377790417308e-02,7.671607311947e-02,-1.469084473196e-03
"                1199",7.806913492800e-01,1.610040626343e-01,7.264308471052e-02,8.836097792382e-02,-7.858946606648e-03
"                1200",7.914625097580e-01,1.642011091244e-01,7.123751564298e-02,9.296359348139e-02,-1.086303891920e-02
"                1201",7.998135628837e-01,1.724233162761e-01,7.593123389742e-02,9.649208237866e-02,-1.028042424062e-02
"                1202",7.773302556079e-01,1.724883500115e-01,7.737586288960e-02,9.511248712192e-02,-8.868312116159e-03
"                1203",7.959904157471e-01,1.725511842530e-01,7.410179711175e-02,9.844938714120e-02,-1.217379501472e-02
"                1204",7.878262500013e-01,1.789604203794e-01,7.722746166826e-02,1.017329587112e-01,-1.225274852146e-02
"                1205",7.709840791909e-01,1.743232810726e-01,7.719329497685e-02,9.712998609578e-02,-9.968345559463e-03
"                1206",7.725766950708e-01,1.760331800346e-01,7.871259899144e-02,9.732058104320e-02,-9.303991025880e-03
"                1207",7.927813320447e-01,1.741021967881e-01,7.410116651645e-02,1.000010302716e-01,-1.294993187758e-02
"                1208",7.966044404042e-01,1.822307457816e-01,7.716731042629e-02,1.050634353553e-01,-1.394806246451e-02
"                1209",7.894159634124e-01,1.831103644166e-01,7.917977032950e-02,1.039305940871e-01,-1.237541187881e-02
"                1210",7.835052331271e-01,1.870531015154e-01,8.074580753256e-02,1.063072939829e-01,-1.278074322515e-02
"                1211",8.001419644603e-01,1.991750373268e-01,8.560173703497e-02,1.135733002918e-01,-1.398578162842e-02
"                1212",7.717729701033e-01,2.076650389951e-01,8.940581819195e-02,1.182592208031e-01,-1.442670130559e-02
"                1213",7.905198340253e-01,2.213738021875e-01,9.426259012140e-02,1.271112120661e-01,-1.642431097234e-02
"                1214",7.865465123950e-01,2.228740502793e-01,9.349128774851e-02,1.293827625308e-01,-1.794573739113e-02
"                1215",7.718392553097e-01,2.261588173276e-01,9.882491738986e-02,1.273338999377e-01,-1.425449127393e-02
"                1216",7.739370424888e-01,2.430084412831e-01,1.056655308486e-01,1.373429104346e-01,-1.583868979300e-02
"                1217",7.798027494754e-01,2.519411983615e-01,1.102220277278e-01,1.417191706337e-01,-1.574857145298e-02
"                1218",7.727273864967e-01,2.538683233746e-01,1.142413687925e-01,1.396269545820e-01,-1.269279289477e-02
"                1219",7.741656730565e-01,2.635628433339e-01,1.164071956844e-01,1.471556476494e-01,-1.537422598248e-02
"                1220",7.796412421788e-01,2.602938673743e-01,1.134779712395e-01,1.468158961348e-01,-1.666896244760e-02
"                1221",7.615377551405e-01,2.472461614538e-01,1.066561871467e-01,1.405899743071e-01,-1.696689358022e-02
"                1222",7.509591083093e-01,2.486774468320e-01,1.099169687617e-01,1.387604780703e-01,-1.442175465432e-02
"                1223",7.789678192708e-01,2.441152465461e-01,1.046936836725e-01,1.394215628736e-01,-1.736393960058e-02
"                1224",7.628966621415e-01,2.365217514796e-01,1.014714518804e-01,1.350502995992e-01,-1.678942385938e-02
"                1225",7.597732960492e-01,2.385941275607e-01,1.025156231503e-01,1.360785044104e-01,-1.678144063001e-02
"                1226",7.756087164470e-01,2.283808039845e-01,9.641150767297e-02,1.319692963115e-01,-1.777889431926e-02
"                1227",7.731984013112e-01,2.248927686210e-01,9.491181528829e-02,1.299809533327e-01,-1.753456902221e-02
"                1228",7.843761538295e-01,2.290753250328e-01,9.292084057654e-02,1.361544844562e-01,-2.161682193985e-02
"                1229",7.552897726484e-01,2.312936852669e-01,9.639046603211e-02,1.349032192348e-01,-1.925637660134e-02
"                1230",7.572075723124e-01,2.285545036198e-01,9.647105967857e-02,1.320834439412e-01,-1.780619213132e-02
"                1231",7.703491982453e-01,2.206749273783e-01,8.865276924188e-02,1.320221581365e-01,-2.168469444729e-02
"                1232",7.789394751058e-01,2.170991962048e-01,8.610456884731e-02,1.309946273575e-01,-2.244502925511e-02
"                1233",7.718816820426e-01,2.126529490424e-01,8.690303344706e-02,1.257499155954e-01,-1.942344107415e-02
"                1234",7.631278337369e-01,2.197077996144e-01,9.177969825134e-02,1.279281013631e-01,-1.807420155586e-02
"                1235",7.660056720457e-01,2.154637479556e-01,8.817352327546e-02,1.272902246801e-01,-1.955835070234e-02
"                1236",7.518990066667e-01,2.134735934696e-01,8.909204057573e-02,1.243815528938e-01,-1.764475615905e-02
"                1237",7.765129782301e-01,2.142328089882e-01,8.768196132378e-02,1.265508476644e-01,-1.943444317031e-02
"                1238",7.448405257530e-01,2.210872369970e-01,9.465674357296e-02,1.264304934241e-01,-1.588687492555e-02
"                1239",7.563999937942e-01,2.170454811068e-01,9.241871795890e-02,1.246267631479e-01,-1.610402259451e-02
"                1240",7.532224021854e-01,2.199626264199e-01,9.256933146790e-02,1.273932949520e-01,-1.741198174205e-02
"                1241",7.597137980444e-01,2.213847285296e-01,9.059496806097e-02,1.307897604687e-01,-2.009739620385e-02
"                1242",7.702853529953e-01,2.353568891320e-01,9.774923982797e-02,1.376076493040e-01,-1.992920473801e-02
"                1243",7.828719847165e-01,2.372876202917e-01,9.703832710218e-02,1.402492931896e-01,-2.160548304370e-02
"                1244",7.424038930170e-01,2.298112712834e-01,9.635835855206e-02,1.334529127313e-01,-1.854727708962e-02
"                1245",7.764545101952e-01,2.238323597878e-01,9.089456581942e-02,1.329377939684e-01,-2.102161407447e-02
"                1246",7.715525834446e-01,2.267610239692e-01,9.370470885477e-02,1.330563151145e-01,-1.967580312985e-02
"                1247",7.638860334685e-01,2.232839677735e-01,9.326607175976e-02,1.300178960137e-01,-1.837591212697e-02
"                1248",7.651858308179e-01,2.164803858491e-01,9.003277564176e-02,1.264476102073e-01,-1.820741728277e-02
"                1249",7.709569942835e-01,2.187376604674e-01,9.350089911891e-02,1.252367613485e-01,-1.586793111481e-02
"                1250",7.711006634203e-01,2.239091329213e-01,9.332452358867e-02,1.305846093326e-01,-1.863004287199e-02
"                1251",7.816605158023e-01,2.164784711786e-01,8.908531300994e-02,1.273931581687e-01,-1.915392257937e-02
"                1252",7.763734366849e-01,2.201142892736e-01,9.245147033035e-02,1.276628189432e-01,-1.760567430644e-02
"                1253",7.820651611544e-01,2.154889583954e-01,8.930278014097e-02,1.261861782544e-01,-1.844169905671e-02
"                1254",7.725751316414e-01,2.202140348334e-01,9.259062875456e-02,1.276234060789e-01,-1.751638866216e-02
"                1255",7.962247951983e-01,2.336256935821e-01,9.869462082689e-02,1.349310727552e-01,-1.811822596416e-02
"                1256",7.792962351591e-01,2.338428910490e-01,9.931765737242e-02,1.345252336765e-01,-1.760378815206e-02
"                1257",7.709812368626e-01,2.434608364689e-01,1.029401755602e-01,1.405206609088e-01,-1.879024267432e-02
"                1258",7.935715849721e-01,2.294368780284e-01,9.447023069304e-02,1.349666473353e-01,-2.024820832114e-02
"                1259",7.861660116460e-01,2.346104711787e-01,9.948639236734e-02,1.351240788113e-01,-1.781884322199e-02
"                1260",7.957400299695e-01,2.328121015777e-01,9.885413945852e-02,1.339579621192e-01,-1.755191133034e-02
"                1261",8.008689644333e-01,2.319956985186e-01,9.553134537218e-02,1.364643531464e-01,-2.046650388713e-02
"                1262",7.760823316410e-01,2.407303111213e-01,1.035422887568e-01,1.371880223645e-01,-1.682286680383e-02
"                1263",7.894178645168e-01,2.393801255549e-01,1.010631719817e-01,1.383169535733e-01,-1.862689079582e-02
"                1264",7.735487442516e-01,2.461748774106e-01,1.072781439105e-01,1.388967335001e-01,-1.580929479478e-02
"                1265",7.811910683115e-01,2.449232215727e-01,1.073536407883e-01,1.375695807844e-01,-1.510796999801e-02
"                1266",7.953837202460e-01,2.438372276188e-01,1.061266763302e-01,1.377105512886e-01,-1.579193747918e-02
"                1267",7.885802542624e-01,2.480856392980e-01,1.080530545045e-01,1.400325847935e-01,-1.598976514447e-02
"                1268",7.920587857382e-01,2.429574812847e-01,1.055993163535e-01,1.373581649312e-01,-1.587942428884e-02
"                1269",7.818316373675e-01,2.390159005351e-01,1.045082058938e-01,1.345076946413e-01,-1.499974437372e-02
"                1270",7.849423352728e-01,2.360989719687e-01,1.015859521969e-01,1.345130197717e-01,-1.646353378741e-02
"                1271",7.857375793278e-01,2.522886273796e-01,1.094386240412e-01,1.428500033384e-01,-1.670568964856e-02
"                1272",7.824774632811e-01,2.506714952071e-01,1.073896578992e-01,1.432818373079e-01,-1.794608970432e-02
"                1273",7.735801647821e-01,2.572364208068e-01,1.105079516094e-01,1.467284691974e-01,-1.811025879396e-02
"                1274",7.657205584074e-01,2.611412265199e-01,1.141303541143e-01,1.470108724056e-01,-1.644025914569e-02
"                1275",7.776423009386e-01,2.623789987624e-01,1.161677299822e-01,1.462112687802e-01,-1.502176939905e-02
"                1276",7.806885950781e-01,2.638145881772e-01,1.156694427308e-01,1.481451454464e-01,-1.623785135777e-02
"                1277",7.709804634914e-01,2.630238250687e-01,1.170793714678e-01,1.459444536009e-01,-1.443254106651e-02
"                1278",7.614402267177e-01,2.598531920864e-01,1.165076201091e-01,1.433455719773e-01,-1.341897593411e-02
"                1279",7.608187987790e-01,2.491387263638e-01,1.116687246463e-01,1.374700017175e-01,-1.290063853558e-02
"                1280",7.628485854138e-01,2.468138882991e-01,1.116887847839e-01,1.351251035152e-01,-1.171815936562e-02
"                1281",7.755452248521e-01,2.512724103922e-01,1.114676609404e-01,1.398047494518e-01,-1.416854425567e-02
"                1282",7.663970834291e-01,2.587661528905e-01,1.154138524227e-01,1.433523004678e-01,-1.396922402252e-02
"                1283",7.786653076183e-01,2.617860555245e-01,1.153520637077e-01,1.464339918168e-01,-1.554096405454e-02
"                1284",7.779513889142e-01,2.561610390975e-01,1.130538271686e-01,1.431072119290e-01,-1.502669238019e-02
"                1285",7.615443742644e-01,2.695764782860e-01,1.196798604988e-01,1.498966177872e-01,-1.510837864423e-02
"                1286",7.652914354673e-01,2.741593800751e-01,1.196250892362e-01,1.545342908389e-01,-1.745460080135e-02
"                1287",7.700131638536e-01,2.729707255801e-01,1.182854888282e-01,1.546852367519e-01,-1.819987396189e-02
"                1288",7.821466301467e-01,2.658894864408e-01,1.135470095951e-01,1.523424768457e-01,-1.939773362529e-02
"                1289",7.891068950250e-01,2.591663958052e-01,1.096225412439e-01,1.495438545614e-01,-1.996065665875e-02
"                1290",7.604410208196e-01,2.496131628710e-01,1.092646841110e-01,1.403484787600e-01,-1.554189732448e-02
"                1291",7.681438566676e-01,2.470426175346e-01,1.060224411540e-01,1.410201763805e-01,-1.749886761323e-02
"                1292",7.706312945614e-01,2.322466075226e-01,1.020039745489e-01,1.302426329737e-01,-1.411932921238e-02
"                1293",7.706137179632e-01,2.229985768091e-01,9.731699333252e-02,1.256815834766e-01,-1.418229507205e-02
"                1294",7.771831737566e-01,2.064756119357e-01,9.139120213479e-02,1.150844098009e-01,-1.184660383306e-02
"                1295",7.493079229568e-01,1.990429361731e-01,9.133637276194e-02,1.077065634112e-01,-8.185095324610e-03
"                1296",7.701469605712e-01,1.905544676768e-01,8.498712209808e-02,1.055673455787e-01,-1.029011174029e-02
"                1297",7.545901122051e-01,1.757615250097e-01,8.061915005718e-02,9.514237495251e-02,-7.261612447666e-03
"                1298",7.760058449699e-01,1.680585059177e-01,7.575069418621e-02,9.230781173149e-02,-8.278558772637e-03
"                1299",7.809243026188e-01,1.682629758123e-01,7.639735004241e-02,9.186562576993e-02,-7.734137863758e-03
"                1300",7.755823155063e-01,1.672917719210e-01,7.536210600431e-02,9.192966591668e-02,-8.283779956186e-03
"                1301",7.861583295505e-01,1.621100007298e-01,7.156199942548e-02,9.054800130434e-02,-9.493000939430e-03
"                1302",7.794078989633e-01,1.544019779225e-01,6.812582083988e-02,8.627615708260e-02,-9.075168121360e-03
"                1303",7.822716440785e-01,1.483302430911e-01,6.818993968201e-02,8.014030340905e-02,-5.975181863517e-03
"                1304",7.741429473027e-01,1.415541482099e-01,6.504428776277e-02,7.650986044715e-02,-5.732786342191e-03
"                1305",7.722560448308e-01,1.420423555203e-01,6.651865205127e-02,7.552370346899e-02,-4.502525708859e-03
"                1306",7.839474266567e-01,1.389166630824e-01,6.291516044857e-02,7.600150263384e-02,-6.543171092633e-03
"                1307",7.705400252232e-01,1.340761799630e-01,6.386068185914e-02,7.021549810383e-02,-3.177408122345e-03
"                1308",7.753014149280e-01,1.316654919100e-01,6.346168839395e-02,6.820380351600e-02,-2.371057561026e-03
"                1309",7.510363824090e-01,1.228622353887e-01,6.238914049448e-02,6.047309489418e-02,9.580228001484e-04
"                1310",7.773938115040e-01,1.284325808770e-01,6.255216409922e-02,6.588041677780e-02,-1.664126339288e-03
"                1311",7.627448575398e-01,1.309215085887e-01,6.635787098019e-02,6.456363760848e-02,8.971166858511e-04
"                1312",7.744386186824e-01,1.333317321340e-01,6.630959713217e-02,6.702213500182e-02,-3.562689348230e-04
"                1313",7.807776656461e-01,1.412407355788e-01,6.843917237441e-02,7.280156320441e-02,-2.181195414998e-03
