Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                1314",7.702595914704e-01,1.464799383670e-01,7.181885706006e-02,7.466108130696e-02,-1.421112123446e-03
"                1315",7.758964762153e-01,1.476107251803e-01,7.215852186424e-02,7.545220331610e-02,-1.646840725931e-03
"                1316",7.869363116786e-01,1.556142224476e-01,7.510717283044e-02,8.050704961714e-02,-2.699938393349e-03
"                1317",7.604757508144e-01,1.621350236654e-01,8.094068521975e-02,8.119433844561e-02,-1.268266129292e-04
"                1318",7.741530863977e-01,1.659917081520e-01,8.078819793522e-02,8.520351021682e-02,-2.207656140800e-03
"                1319",7.734542498458e-01,1.685348902202e-01,8.311310171864e-02,8.542178850160e-02,-1.154343391481e-03
"                1320",7.691200854203e-01,1.667437510133e-01,8.125944963860e-02,8.548430137471e-02,-2.112425868059e-03
"                1321",7.892820817734e-01,1.773447583039e-01,8.243290780435e-02,9.491185049954e-02,-6.239471347594e-03
"                1322",7.807463526477e-01,1.845952228921e-01,8.480308880232e-02,9.979213408976e-02,-7.494522643719e-03
"                1323",7.617768746154e-01,1.810759494577e-01,8.697100166063e-02,9.410494779703e-02,-3.566973068198e-03
"                1324",7.587392063770e-01,1.771248692241e-01,8.510920776743e-02,9.201566145666e-02,-3.453226844614e-03
"                1325",7.807584060583e-01,1.859435826380e-01,8.649478948731e-02,9.944879315067e-02,-6.477001831681e-03
"                1326",7.779903672836e-01,1.920645804234e-01,8.935319155589e-02,1.027113888675e-01,-6.679098655824e-03
"                1327",7.651177781706e-01,2.003967222530e-01,9.350346150721e-02,1.068932607457e-01,-6.694899619265e-03
"                1328",7.699578222008e-01,2.065359743781e-01,9.273182356107e-02,1.138041508170e-01,-1.053616362796e-02
"                1329",7.664489612106e-01,2.041408955581e-01,9.046251103845e-02,1.136783845196e-01,-1.160793674059e-02
"                1330",7.771952254698e-01,2.077879326089e-01,9.062157062200e-02,1.171663619869e-01,-1.327239568246e-02
"                1331",7.669800554401e-01,2.106250274530e-01,9.519761858380e-02,1.154274088692e-01,-1.011489514271e-02
"                1332",7.687862857495e-01,2.141109769856e-01,9.573746040968e-02,1.183735165760e-01,-1.131802808315e-02
"                1333",7.689160572873e-01,2.192593488829e-01,9.903428272818e-02,1.202250661547e-01,-1.059539171327e-02
"                1334",7.760905040528e-01,2.173517012518e-01,9.748899253756e-02,1.198627087142e-01,-1.118685808832e-02
"                1335",7.888407972846e-01,2.143196052134e-01,9.577102876665e-02,1.185485764468e-01,-1.138877384008e-02
"                1336",7.799955290490e-01,2.080225357562e-01,9.230640334833e-02,1.157161324079e-01,-1.170486452980e-02
"                1337",7.863212688379e-01,2.120652793219e-01,9.430929553904e-02,1.177559837828e-01,-1.172334412190e-02
"                1338",7.899326858136e-01,2.162352720773e-01,9.647547061628e-02,1.197598014610e-01,-1.164216542238e-02
"                1339",7.437089599041e-01,2.225658526664e-01,1.046853511418e-01,1.178805015247e-01,-6.597575191442e-03
"                1340",7.805200631496e-01,2.353435732251e-01,1.049997487035e-01,1.303438245216e-01,-1.267203790909e-02
"                1341",7.663814793033e-01,2.429693313654e-01,1.095846163553e-01,1.333847150101e-01,-1.190004932739e-02
"                1342",7.879633870768e-01,2.463432618635e-01,1.082515223707e-01,1.380917394928e-01,-1.492010856109e-02
"                1343",7.793777993060e-01,2.494151522257e-01,1.095205721349e-01,1.398945800908e-01,-1.518700397794e-02
"                1344",7.784283525259e-01,2.433133425363e-01,1.080660787315e-01,1.352472638047e-01,-1.359059253661e-02
"                1345",7.758632791320e-01,2.409873463437e-01,1.074923599078e-01,1.334949864358e-01,-1.300131326399e-02
"                1346",7.790543283625e-01,2.420392775689e-01,1.075593488531e-01,1.344799287158e-01,-1.346028993134e-02
"                1347",7.808225923058e-01,2.426341248899e-01,1.084610985104e-01,1.341730263795e-01,-1.285596393457e-02
"                1348",7.712089753184e-01,2.470465450526e-01,1.095879817015e-01,1.374585633511e-01,-1.393529082483e-02
"                1349",7.550543552674e-01,2.405543622616e-01,1.091705328975e-01,1.313838293641e-01,-1.110664823331e-02
"                1350",7.888466651908e-01,2.399826662244e-01,1.045596953503e-01,1.354229708741e-01,-1.543163776188e-02
"                1351",7.632387486669e-01,2.374965483820e-01,1.055785294508e-01,1.319180189312e-01,-1.316974474023e-02
"                1352",7.824680685716e-01,2.424937684870e-01,1.047843551246e-01,1.377094133625e-01,-1.646252911897e-02
"                1353",7.759550855191e-01,2.371422697420e-01,1.044381696041e-01,1.327041001378e-01,-1.413296526685e-02
"                1354",7.676974380480e-01,2.413492863336e-01,1.073983454315e-01,1.339509409022e-01,-1.327629773535e-02
"                1355",7.625407437711e-01,2.468972429241e-01,1.095322777336e-01,1.373649651904e-01,-1.391634372840e-02
"                1356",7.775591277237e-01,2.498673674841e-01,1.074151145807e-01,1.424522529034e-01,-1.751856916132e-02
"                1357",7.757149626305e-01,2.484912575323e-01,1.050348901348e-01,1.434563673975e-01,-1.921073863133e-02
"                1358",7.658533350658e-01,2.429976593879e-01,1.036021948093e-01,1.393954645786e-01,-1.789663488466e-02
"                1359",7.720630926534e-01,2.434974573986e-01,1.032310271568e-01,1.402664302418e-01,-1.851770154251e-02
"                1360",7.510072452618e-01,2.394226682095e-01,1.037878039577e-01,1.356348642518e-01,-1.592353014704e-02
"                1361",7.489087070727e-01,2.448467449164e-01,1.077971833889e-01,1.370495615275e-01,-1.462618906929e-02
"                1362",7.726593835270e-01,2.365861360319e-01,1.030848826313e-01,1.335012534006e-01,-1.520818538463e-02
"                1363",7.595636146313e-01,2.404052782681e-01,1.058589083512e-01,1.345463699170e-01,-1.434373078290e-02
"                1364",7.662932635431e-01,2.362248588518e-01,1.026764157446e-01,1.335484431072e-01,-1.543601368130e-02
"                1365",7.404715112032e-01,2.327821594565e-01,1.034272057292e-01,1.293549537273e-01,-1.296387399906e-02
"                1366",7.661303468124e-01,2.221784127164e-01,9.612511933357e-02,1.260532933829e-01,-1.496408702465e-02
"                1367",7.703414654977e-01,2.286764049990e-01,1.010108425432e-01,1.276655624558e-01,-1.332735995627e-02
"                1368",7.716249790089e-01,2.312655648678e-01,9.957784026653e-02,1.316877246012e-01,-1.605494216735e-02
"                1369",7.551028212612e-01,2.408041468923e-01,1.060159045093e-01,1.347882423829e-01,-1.438616893680e-02
"                1370",7.688879870789e-01,2.387689303326e-01,1.040242606925e-01,1.347446696401e-01,-1.536020447377e-02
"                1371",7.527130432237e-01,2.280826619856e-01,1.001699529768e-01,1.279127090088e-01,-1.387137801600e-02
"                1372",7.446502108469e-01,2.274180986660e-01,1.023155613871e-01,1.251025372789e-01,-1.139348794594e-02
"                1373",7.602251537233e-01,2.201341199507e-01,9.861274569799e-02,1.215213742528e-01,-1.145431427739e-02
"                1374",7.595696155676e-01,2.160570493992e-01,9.656580388075e-02,1.194912455184e-01,-1.146272081883e-02
"                1375",7.350334217602e-01,1.986600697907e-01,9.240811236650e-02,1.062519574242e-01,-6.921922528869e-03
"                1376",7.616242843167e-01,1.975781351093e-01,9.005724087228e-02,1.075208942370e-01,-8.731826682374e-03
"                1377",7.558861147318e-01,1.985166806127e-01,9.216617560067e-02,1.063505050121e-01,-7.092164705697e-03
"                1378",7.284239377092e-01,1.888188046989e-01,9.266874280522e-02,9.615006189371e-02,-1.740659544247e-03
"                1379",7.560684678268e-01,1.852342258631e-01,8.864320869862e-02,9.659101716449e-02,-3.973904232936e-03
"                1380",7.592675733174e-01,1.764055621686e-01,8.273430070271e-02,9.367126146588e-02,-5.468480381588e-03
"                1381",7.476164156199e-01,1.691296039512e-01,7.948492207134e-02,8.964468187983e-02,-5.079879904243e-03
"                1382",7.557803422036e-01,1.669473135721e-01,7.899140090791e-02,8.795591266416e-02,-4.482255878125e-03
"                1383",7.333409695661e-01,1.743488881786e-01,8.497221903863e-02,8.937666913996e-02,-2.202225050665e-03
"                1384",7.363930401544e-01,1.634990646102e-01,8.011953165020e-02,8.337953296001e-02,-1.630000654906e-03
"                1385",7.598206363412e-01,1.596835307552e-01,7.525699083294e-02,8.442653992224e-02,-4.584774544647e-03
"                1386",7.648292987458e-01,1.546199835743e-01,7.237861516435e-02,8.224136840991e-02,-4.931376622779e-03
"                1387",7.464185813258e-01,1.555283087034e-01,7.456908575889e-02,8.095922294452e-02,-3.195068592813e-03
"                1388",7.483480698092e-01,1.553300554301e-01,7.489602762401e-02,8.043402780604e-02,-2.769000091017e-03
"                1389",7.439826703266e-01,1.453188940637e-01,7.047564646209e-02,7.484324760158e-02,-2.183800569746e-03
"                1390",7.628139496360e-01,1.446994469455e-01,6.907817850624e-02,7.562126843921e-02,-3.271544966485e-03
"                1391",7.567500665901e-01,1.370155327455e-01,6.853148517480e-02,6.848404757071e-02,2.371880204283e-05
"                1392",7.466718525574e-01,1.378624685615e-01,6.803780389208e-02,6.982466466940e-02,-8.934303886574e-04
"                1393",7.641714837016e-01,1.439790353931e-01,6.987851209009e-02,7.410052330300e-02,-2.111005606456e-03
"                1394",7.661498635065e-01,1.488003000263e-01,7.171728625520e-02,7.708301377115e-02,-2.682863757974e-03
"                1395",7.560001843704e-01,1.516076079834e-01,7.423337485428e-02,7.737423312911e-02,-1.570429137414e-03
"                1396",7.656375464454e-01,1.566025871670e-01,7.488884342125e-02,8.171374374576e-02,-3.412450162256e-03
"                1397",7.663645350191e-01,1.639154231755e-01,7.765180475735e-02,8.626361841813e-02,-4.305906830392e-03
"                1398",7.596783422200e-01,1.793740959494e-01,8.464432403938e-02,9.472977191006e-02,-5.042723935339e-03
"                1399",7.488383503724e-01,1.885222596457e-01,8.693677569238e-02,1.015854839533e-01,-7.324354130450e-03
"                1400",7.545288098565e-01,1.836151444064e-01,8.809470669379e-02,9.552043771265e-02,-3.712865509430e-03
"                1401",7.543652445506e-01,1.881719393101e-01,8.852047225415e-02,9.965146705596e-02,-5.565497400902e-03
"                1402",7.721490400215e-01,1.907732944295e-01,8.600142732621e-02,1.047718671033e-01,-9.385219888541e-03
"                1403",7.720710280736e-01,2.047114233359e-01,9.150368734070e-02,1.132077359952e-01,-1.085202432723e-02
"                1404",7.663889996335e-01,2.044957183620e-01,9.305262817912e-02,1.114430901828e-01,-9.195231001856e-03
"                1405",7.464143211626e-01,2.102716088442e-01,1.001025970438e-01,1.101690118004e-01,-5.033207378285e-03
"                1406",7.498214555966e-01,2.168461279895e-01,1.027847251557e-01,1.140614028338e-01,-5.638338839054e-03
"                1407",7.570259120563e-01,2.147557250657e-01,1.000921829666e-01,1.146635420991e-01,-7.285679566267e-03
"                1408",7.707830536575e-01,2.156836159095e-01,9.851350540912e-02,1.171701105004e-01,-9.328302545625e-03
"                1409",7.561810723651e-01,2.145131744328e-01,9.696401817745e-02,1.175491562553e-01,-1.029256903892e-02
"                1410",7.333158648030e-01,2.181210462068e-01,9.934521010832e-02,1.187758360985e-01,-9.715312995106e-03
"                1411",7.572161251410e-01,2.197679833750e-01,9.705671862029e-02,1.227112647547e-01,-1.282727306719e-02
"                1412",7.628200207388e-01,2.253291935574e-01,9.838383772900e-02,1.269453558284e-01,-1.428075904970e-02
"                1413",7.676125504981e-01,2.309223542343e-01,9.945415503867e-02,1.314681991956e-01,-1.600702207847e-02
"                1414",7.488274397170e-01,2.304993138898e-01,9.950461591138e-02,1.309946979784e-01,-1.574504103352e-02
"                1415",7.655779341271e-01,2.268311763022e-01,9.558116628403e-02,1.312500100182e-01,-1.783442186706e-02
"                1416",7.620160734322e-01,2.183171230128e-01,9.203647565015e-02,1.262806473627e-01,-1.712208585626e-02
"                1417",7.728520118373e-01,2.143090949113e-01,8.928136960550e-02,1.250277253058e-01,-1.787317785013e-02
"                1418",7.458614295844e-01,2.049704815366e-01,9.040628896913e-02,1.145641925674e-01,-1.207895179915e-02
"                1419",7.533931972083e-01,2.029901764808e-01,8.991428807299e-02,1.130758884078e-01,-1.158080016741e-02
"                1420",7.700434699866e-01,1.904431928065e-01,8.376071822728e-02,1.066824745792e-01,-1.146087817598e-02
"                1421",7.564240624587e-01,1.843641655056e-01,8.303881723394e-02,1.013253482716e-01,-9.143265518844e-03
"                1422",7.390124323320e-01,1.562703011479e-01,7.327617454049e-02,8.299412660746e-02,-4.858976033484e-03
"                1423",7.662201805359e-01,1.548809777739e-01,7.267943223411e-02,8.220154553982e-02,-4.761056652854e-03
"                1424",7.594229429444e-01,1.538968171716e-01,7.255412744306e-02,8.134268972856e-02,-4.394281142747e-03
"                1425",7.778215301164e-01,1.443604273719e-01,6.723174901722e-02,7.712867835464e-02,-4.948464668708e-03
"                1426",7.530220487889e-01,1.495089563659e-01,7.223355394235e-02,7.727540242352e-02,-2.520924240585e-03
"                1427",7.625142909710e-01,1.502810333827e-01,7.249121253233e-02,7.778982085038e-02,-2.649304159025e-03
"                1428",7.706451595010e-01,1.505079511512e-01,7.090521677570e-02,7.960273437553e-02,-4.348758799912e-03
"                1429",7.643227515728e-01,1.474151079563e-01,6.978319663916e-02,7.763191131718e-02,-3.924357339011e-03
"                1430",7.744812914921e-01,1.460315188627e-01,6.851361284454e-02,7.751790601815e-02,-4.502146586805e-03
"                1431",7.591917439333e-01,1.487863727157e-01,7.403642734220e-02,7.474994537352e-02,-3.567590156599e-04
"                1432",7.717323206430e-01,1.482211859296e-01,7.439164203681e-02,7.382954389283e-02,2.810490719896e-04
"                1433",7.703465250059e-01,1.458935418727e-01,7.407630635832e-02,7.181723551440e-02,1.129535421957e-03
"                1434",7.580318468028e-01,1.365578412435e-01,7.292631680879e-02,6.363152443473e-02,4.647396187031e-03
"                1435",7.549561198660e-01,1.328500883815e-01,7.280257583335e-02,6.004751254816e-02,6.377531642597e-03
"                1436",7.654651626792e-01,1.295236219407e-01,6.859646234842e-02,6.092715959230e-02,3.834651378059e-03
"                1437",7.765299737981e-01,1.358989481805e-01,7.123126249543e-02,6.466768568505e-02,3.281788405192e-03
"                1438",7.673329760167e-01,1.376652495334e-01,7.105392728054e-02,6.661132225288e-02,2.221302513830e-03
"                1439",7.799680765622e-01,1.364315904883e-01,7.003923009783e-02,6.639236039050e-02,1.823434853665e-03
"                1440",7.611124754147e-01,1.463323804643e-01,7.728655851551e-02,6.904582194877e-02,4.120368283371e-03
"                1441",7.702753375956e-01,1.565969508271e-01,7.737066147419e-02,7.922628935296e-02,-9.278139393865e-04
